OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
1780,47,Good,Ozone 8-hr,6,Grass, Maple,2020/06/02 05:00:00+00
1781,41,Good,Ozone 8-hr,6,Grass, Maple,2020/06/01 05:00:00+00
1782,42,Good,Ozone 8-hr,6,Grass, Maple,2020/05/31 05:00:00+00
1783,39,Good,Ozone 8-hr,4,Grass, Maple,2020/05/30 05:00:00+00
1784,39,Good,Ozone 8-hr,4,Grass, Maple,2020/05/29 05:00:00+00
1785,24,Good,Ozone 8-hr,3,Grass, Juniper,2020/05/28 05:00:00+00
1786,34,Good,Ozone 8-hr,2,Grass, Juniper,2020/05/27 05:00:00+00
1787,48,Good,PM2.5,5,Grass, Juniper,2020/05/26 05:00:00+00
1788,31,Good,Ozone 8-hr,6,Grass, Juniper,2020/05/25 05:00:00+00
1789,31,Good,Ozone 8-hr,3,Grass, Juniper,2020/05/24 05:00:00+00
1790,33,Good,Ozone 8-hr,5,Grass, Juniper,2020/05/23 05:00:00+00
1791,30,Good,Ozone 8-hr,5,Grass, Juniper,2020/05/22 05:00:00+00
1792,27,Good,Ozone 8-hr,4,Grass, Maple,2020/05/21 05:00:00+00
1793,27,Good,Ozone 8-hr,5,Grass, Maple,2020/05/20 05:00:00+00
1794,31,Good,Ozone 8-hr,3,Grass, Maple,2020/05/19 05:00:00+00
1795,29,Good,Ozone 8-hr,0,Grass, Maple,2020/05/18 05:00:00+00
1796,44,Good,Ozone 8-hr,6,Grass, Maple,2020/05/17 05:00:00+00
1797,42,Good,Ozone 8-hr,6,Grass, Maple,2020/05/16 05:00:00+00
1798,47,Good,Ozone 8-hr,7,Grass, Maple,2020/05/15 05:00:00+00
1799,51,Moderate,PM2.5,7,Grass, Maple,2020/05/14 05:00:00+00
1800,41,Good,Ozone 8-hr,1,Hickory, Sweet Gum,2020/05/13 05:00:00+00
1801,40,Good,Ozone 8-hr,4,Hickory, Sweet Gum,2020/05/12 05:00:00+00
1802,44,Good,Ozone 8-hr,7,Hickory, Sweet Gum,2020/05/11 05:00:00+00
1803,42,Good,Ozone 8-hr,7,Hickory, Sweet Gum,2020/05/10 05:00:00+00
1804,37,Good,Ozone 8-hr,7,Hickory, Sweet Gum,2020/05/09 05:00:00+00
1805,44,Good,Ozone 8-hr,2,Hickory, Sweet Gum,2020/05/08 05:00:00+00
1806,38,Good,Ozone 8-hr,7,Hickory, Sweet Gum,2020/05/07 05:00:00+00
1807,33,Good,Ozone 8-hr,8,Hickory, Sweet Gum,2020/05/06 05:00:00+00
1808,42,Good,Ozone 8-hr,6,Hickory, Sweet Gum,2020/05/05 05:00:00+00
1809,42,Good,Ozone 8-hr,6,Hickory, Sweet Gum,2020/05/04 05:00:00+00
1810,48,Good,Ozone 8-hr,8,Hickory, Sweet Gum,2020/05/03 05:00:00+00
1811,58,Moderate,Ozone 8-hr,8,Hickory, Sweet Gum,2020/05/02 05:00:00+00
1812,43,Good,Ozone 8-hr,8,Maple, Mulberry,2020/05/01 05:00:00+00
1813,39,Good,Ozone 8-hr,6,Birch, Maple,2020/04/30 05:00:00+00
1814,45,Good,Ozone 8-hr,8,Birch, Maple,2020/04/29 05:00:00+00
1815,51,Moderate,PM2.5,8,Birch, Maple,2020/04/28 05:00:00+00
1816,35,Good,Ozone 8-hr,8,Birch, Maple,2020/04/27 05:00:00+00
1817,35,Good,Ozone 8-hr,8,Birch, Maple,2020/04/26 05:00:00+00
1818,41,Good,Ozone 8-hr,8,Birch, Maple,2020/04/25 05:00:00+00
1819,34,Good,Ozone 8-hr,8,Birch, Maple,2020/04/24 05:00:00+00
1820,40,Good,Ozone 8-hr,8,Juniper, Maple,2020/04/23 05:00:00+00
1821,41,Good,Ozone 8-hr,8,Juniper, Maple,2020/04/22 05:00:00+00
1822,44,Good,Ozone 8-hr,9,Juniper, Maple,2020/04/21 05:00:00+00
1823,45,Good,PM2.5,7,Juniper, Maple,2020/04/20 05:00:00+00
1824,43,Good,Ozone 8-hr,7,Juniper, Maple,2020/04/19 05:00:00+00
1825,51,Moderate,Ozone 8-hr,9,Juniper, Maple,2020/04/18 05:00:00+00
1826,48,Good,Ozone 8-hr,9,Juniper, Maple,2020/04/17 05:00:00+00
1827,44,Good,Ozone 8-hr,9,Birch, Mulberry,2020/04/16 05:00:00+00
1828,37,Good,Ozone 8-hr,9,Birch, Mulberry,2020/04/15 05:00:00+00
1829,31,Good,Ozone 8-hr,8,Birch, Mulberry,2020/04/14 05:00:00+00
1830,36,Good,Ozone 8-hr,7,Birch, Mulberry,2020/04/13 05:00:00+00
1831,48,Good,Ozone 8-hr,6,Birch, Mulberry,2020/04/12 05:00:00+00
1832,39,Good,Ozone 8-hr,10,Birch, Mulberry,2020/04/11 05:00:00+00
1833,44,Good,Ozone 8-hr,9,Birch, Mulberry,2020/04/10 05:00:00+00
1834,35,Good,Ozone 8-hr,10,Juniper, Maple,2020/04/09 05:00:00+00
1835,51,Moderate,PM2.5,10,Juniper, Maple,2020/04/08 05:00:00+00
1836,50,Good,Ozone 8-hr,8,Juniper, Maple,2020/04/07 05:00:00+00
1837,52,Moderate,PM2.5,10,Juniper, Maple,2020/04/06 05:00:00+00
1838,58,Moderate,Ozone 8-hr,9,Juniper, Maple,2020/04/05 05:00:00+00
1839,44,Good,Ozone 8-hr,10,Juniper, Maple,2020/04/04 05:00:00+00
1840,38,Good,Ozone 8-hr,10,Juniper, Maple,2020/04/03 05:00:00+00
1841,32,Good,Ozone 8-hr,10,Elm, Juniper,2020/04/02 05:00:00+00
1842,38,Good,Ozone 8-hr,9,Elm, Juniper,2020/04/01 05:00:00+00
1843,37,Good,Ozone 8-hr,2,Elm, Juniper,2020/03/31 05:00:00+00
1844,43,Good,Ozone 8-hr,10,Elm, Juniper,2020/03/30 05:00:00+00
1845,53,Moderate,PM2.5,6,Elm, Juniper,2020/03/29 05:00:00+00
1846,55,Moderate,PM2.5,11,Elm, Juniper,2020/03/28 05:00:00+00
1847,44,Good,Ozone 8-hr,11,Elm, Juniper,2020/03/27 05:00:00+00
1848,32,Good,Ozone 8-hr,11,Juniper, Maple,2020/03/26 05:00:00+00
1849,21,Good,Ozone 8-hr,9,Juniper, Maple,2020/03/25 05:00:00+00
1850,25,Good,Ozone 8-hr,1,Juniper, Maple,2020/03/24 05:00:00+00
1851,24,Good,Ozone 8-hr,1,Juniper, Maple,2020/03/23 05:00:00+00
1852,25,Good,Ozone 8-hr,9,Juniper, Maple,2020/03/22 05:00:00+00
1853,26,Good,Ozone 8-hr,9,Juniper, Maple,2020/03/21 05:00:00+00
1854,41,Good,PM2.5,2,Juniper, Maple,2020/03/20 05:00:00+00
1855,38,Good,PM2.5,5,Juniper, Maple,2020/03/19 05:00:00+00
1856,19,Good,Ozone 8-hr,9,Juniper, Maple,2020/03/18 05:00:00+00
1857,27,Good,Ozone 8-hr,7,Juniper, Maple,2020/03/17 05:00:00+00
1858,31,Good,Ozone 8-hr,9,Juniper, Maple,2020/03/16 05:00:00+00
1859,27,Good,Ozone 8-hr,8,Juniper, Maple,2020/03/15 05:00:00+00
1860,31,Good,Ozone 8-hr,3,Juniper, Maple,2020/03/14 05:00:00+00
1861,38,Good,PM2.5,6,Juniper, Maple,2020/03/13 05:00:00+00
1862,36,Good,PM2.5,10,Alder, Juniper,2020/03/12 05:00:00+00
1863,24,Good,Ozone 8-hr,8,Alder, Juniper,2020/03/11 05:00:00+00
1864,40,Good,Ozone 8-hr,5,Alder, Juniper,2020/03/10 05:00:00+00
1865,44,Good,Ozone 8-hr,10,Alder, Juniper,2020/03/09 05:00:00+00
1866,41,Good,Ozone 8-hr,8,Alder, Juniper,2020/03/08 06:00:00+00
1867,35,Good,Ozone 8-hr,7,Alder, Juniper,2020/03/07 06:00:00+00
1868,32,Good,Ozone 8-hr,9,Alder, Juniper,2020/03/06 06:00:00+00
1869,32,Good,Ozone 8-hr,8,Alder, Juniper,2020/03/05 06:00:00+00
1870,49,Good,PM2.5,8,Alder, Juniper,2020/03/04 06:00:00+00
1871,35,Good,PM2.5,4,Alder, Juniper,2020/03/03 06:00:00+00
1872,50,Good,Ozone 8-hr,1,Alder, Juniper,2020/03/02 06:00:00+00
1873,36,Good,PM2.5,8,Alder, Juniper,2020/03/01 06:00:00+00
1874,33,Good,Ozone 8-hr,,,Not on file,2020/02/29 06:00:00+00
1875,20,Good,PM2.5,,,Not on file,2020/02/28 06:00:00+00
1876,29,Good,PM2.5,,,Not on file,2020/02/27 06:00:00+00
1877,23,Good,PM2.5,,,Not on file,2020/02/26 06:00:00+00
1878,28,Good,PM2.5,,,Not on file,2020/02/25 06:00:00+00
1879,41,Good,PM2.5,,,Not on file,2020/02/24 06:00:00+00
1880,51,Moderate,PM2.5,,,Not on file,2020/02/23 06:00:00+00
1881,31,Good,PM2.5,,,Not on file,2020/02/22 06:00:00+00
1882,28,Good,PM2.5,,,Not on file,2020/02/21 06:00:00+00
1883,24,Good,PM2.5,,,Not on file,2020/02/20 06:00:00+00
1884,28,Good,PM2.5,,,Not on file,2020/02/19 06:00:00+00
1885,43,Good,PM2.5,,,Not on file,2020/02/18 06:00:00+00
1886,45,Good,PM2.5,,,Not on file,2020/02/17 06:00:00+00
1887,28,Good,PM2.5,,,Not on file,2020/02/16 06:00:00+00
1888,31,Good,PM2.5,,,Not on file,2020/02/15 06:00:00+00
1889,25,Good,PM2.5,,,Not on file,2020/02/14 06:00:00+00
1890,23,Good,PM2.5,,,Not on file,2020/02/13 06:00:00+00
1891,25,Good,PM2.5,,,Not on file,2020/02/12 06:00:00+00
1892,30,Good,PM2.5,,,Not on file,2020/02/11 06:00:00+00
1893,31,Good,PM2.5,,,Not on file,2020/02/10 06:00:00+00
1894,32,Good,PM2.5,,,Not on file,2020/02/09 06:00:00+00
1895,32,Good,PM2.5,,,Not on file,2020/02/08 06:00:00+00
1896,15,Good,PM2.5,,,Not on file,2020/02/07 06:00:00+00
1897,9,Good,PM2.5,,,Not on file,2020/02/06 06:00:00+00
1898,29,Good,PM2.5,,,Not on file,2020/02/05 06:00:00+00
1899,30,Good,PM2.5,,,Not on file,2020/02/04 06:00:00+00
1900,22,Good,PM2.5,,,Not on file,2020/02/03 06:00:00+00
1901,29,Good,PM2.5,,,Not on file,2020/02/02 06:00:00+00
1902,52,Moderate,PM2.5,,,Not on file,2020/02/01 06:00:00+00
1903,39,Good,PM2.5,,,Not on file,2020/01/31 06:00:00+00
1904,38,Good,PM2.5,,,Not on file,2020/01/30 06:00:00+00
1905,50,Good,PM2.5,,,Not on file,2020/01/29 06:00:00+00
1906,33,Good,PM2.5,,,Not on file,2020/01/28 06:00:00+00
1907,30,Good,PM2.5,,,Not on file,2020/01/27 06:00:00+00
1908,30,Good,PM2.5,,,Not on file,2020/01/26 06:00:00+00
1909,17,Good,PM2.5,,,Not on file,2020/01/25 06:00:00+00
1910,33,Good,PM2.5,,,Not on file,2020/01/24 06:00:00+00
1911,44,Good,PM2.5,,,Not on file,2020/01/23 06:00:00+00
1912,35,Good,PM2.5,,,Not on file,2020/01/22 06:00:00+00
1913,33,Good,PM2.5,,,Not on file,2020/01/21 06:00:00+00
1914,24,Good,PM2.5,,,Not on file,2020/01/20 06:00:00+00
1915,23,Good,PM2.5,,,Not on file,2020/01/19 06:00:00+00
1916,18,Good,PM2.5,,,Not on file,2020/01/18 06:00:00+00
1917,30,Good,PM2.5,,,Not on file,2020/01/17 06:00:00+00
1918,26,Good,PM2.5,,,Not on file,2020/01/16 06:00:00+00
1919,31,Good,PM2.5,,,Not on file,2020/01/15 06:00:00+00
1920,37,Good,PM2.5,,,Not on file,2020/01/14 06:00:00+00
1921,26,Good,PM2.5,,,Not on file,2020/01/13 06:00:00+00
1922,21,Good,PM2.5,,,Not on file,2020/01/12 06:00:00+00
1923,38,Good,PM2.5,,,Not on file,2020/01/11 06:00:00+00
1924,35,Good,PM2.5,,,Not on file,2020/01/10 06:00:00+00
1925,33,Good,PM2.5,,,Not on file,2020/01/09 06:00:00+00
1926,30,Good,PM2.5,,,Not on file,2020/01/08 06:00:00+00
1927,27,Good,PM2.5,,,Not on file,2020/01/07 06:00:00+00
1928,26,Good,PM2.5,,,Not on file,2020/01/06 06:00:00+00
1929,35,Good,PM2.5,,,Not on file,2020/01/05 06:00:00+00
1930,21,Good,PM2.5,,,Not on file,2020/01/04 06:00:00+00
1931,24,Good,PM2.5,,,Not on file,2020/01/03 06:00:00+00
1932,22,Good,PM2.5,,,Not on file,2020/01/02 06:00:00+00
1933,19,Good,PM2.5,,,Not on file,2020/01/01 06:00:00+00
1934,16,Good,PM2.5,,,Not on file,2019/12/31 06:00:00+00
1935,10,Good,PM2.5,,,Not on file,2019/12/30 06:00:00+00
1936,32,Good,PM2.5,,,Not on file,2019/12/29 06:00:00+00
1937,49,Good,PM2.5,,,Not on file,2019/12/28 06:00:00+00
1938,43,Good,PM2.5,,,Not on file,2019/12/27 06:00:00+00
1939,43,Good,PM2.5,,,Not on file,2019/12/26 06:00:00+00
1940,52,Moderate,PM2.5,,,Not on file,2019/12/25 06:00:00+00
1941,22,Good,PM2.5,,,Not on file,2019/12/24 06:00:00+00
1942,39,Good,PM2.5,,,Not on file,2019/12/23 06:00:00+00
1943,52,Moderate,PM2.5,,,Not on file,2019/12/22 06:00:00+00
1944,56,Moderate,PM2.5,,,Not on file,2019/12/21 06:00:00+00
1945,51,Moderate,PM2.5,,,Not on file,2019/12/20 06:00:00+00
1946,30,Good,PM2.5,,,Not on file,2019/12/19 06:00:00+00
1947,23,Good,PM2.5,,,Not on file,2019/12/18 06:00:00+00
1948,20,Good,PM2.5,,,Not on file,2019/12/17 06:00:00+00
1949,49,Good,PM2.5,,,Not on file,2019/12/16 06:00:00+00
1950,37,Good,PM2.5,,,Not on file,2019/12/15 06:00:00+00
1951,23,Good,PM2.5,,,Not on file,2019/12/14 06:00:00+00
1952,30,Good,PM2.5,,,Not on file,2019/12/13 06:00:00+00
1953,33,Good,PM2.5,,,Not on file,2019/12/12 06:00:00+00
1954,26,Good,PM2.5,,,Not on file,2019/12/11 06:00:00+00
1955,43,Good,PM2.5,,,Not on file,2019/12/10 06:00:00+00
1956,52,Moderate,PM2.5,,,Not on file,2019/12/09 06:00:00+00
1957,57,Moderate,PM2.5,,,Not on file,2019/12/08 06:00:00+00
1958,52,Moderate,PM2.5,,,Not on file,2019/12/07 06:00:00+00
1959,38,Good,PM2.5,,,Not on file,2019/12/06 06:00:00+00
1960,30,Good,PM2.5,,,Not on file,2019/12/05 06:00:00+00
1961,11,Good,PM2.5,,,Not on file,2019/12/04 06:00:00+00
1962,19,Good,PM2.5,,,Not on file,2019/12/03 06:00:00+00
1963,16,Good,PM2.5,,,Not on file,2019/12/02 06:00:00+00
1964,33,Good,PM2.5,,,Not on file,2019/12/01 06:00:00+00
1965,26,Good,PM2.5,,,Not on file,2019/11/30 06:00:00+00
1966,23,Good,PM2.5,,,Not on file,2019/11/29 06:00:00+00
1967,30,Good,PM2.5,,,Not on file,2019/11/28 06:00:00+00
1968,38,Good,PM2.5,,,Not on file,2019/11/27 06:00:00+00
1969,38,Good,PM2.5,,,Not on file,2019/11/26 06:00:00+00
1970,28,Good,PM2.5,,,Not on file,2019/11/25 06:00:00+00
1971,20,Good,PM2.5,,,Not on file,2019/11/24 06:00:00+00
1972,39,Good,PM2.5,,,Not on file,2019/11/23 06:00:00+00
1973,51,Moderate,PM2.5,,,Not on file,2019/11/22 06:00:00+00
1974,36,Good,PM2.5,,,Not on file,2019/11/21 06:00:00+00
1975,44,Good,PM2.5,,,Not on file,2019/11/20 06:00:00+00
1976,45,Good,PM2.5,,,Not on file,2019/11/19 06:00:00+00
1977,55,Moderate,PM2.5,,,Not on file,2019/11/18 06:00:00+00
1978,56,Moderate,PM2.5,,,Not on file,2019/11/17 06:00:00+00
1979,55,Moderate,PM2.5,,,Not on file,2019/11/16 06:00:00+00
1980,43,Good,PM2.5,,,Not on file,2019/11/15 06:00:00+00
1981,29,Good,PM2.5,,,Not on file,2019/11/14 06:00:00+00
1982,28,Good,PM2.5,,,Not on file,2019/11/13 06:00:00+00
1983,27,Good,PM2.5,,,Not on file,2019/11/12 06:00:00+00
1984,28,Good,PM2.5,,,Not on file,2019/11/11 06:00:00+00
1985,32,Good,PM2.5,,,Not on file,2019/11/10 06:00:00+00
1986,26,Good,PM2.5,,,Not on file,2019/11/09 06:00:00+00
1987,36,Good,PM2.5,,,Not on file,2019/11/08 06:00:00+00
1988,39,Good,PM2.5,,,Not on file,2019/11/07 06:00:00+00
1989,45,Good,PM2.5,,,Not on file,2019/11/06 06:00:00+00
1990,45,Good,PM2.5,,,Not on file,2019/11/05 06:00:00+00
1991,47,Good,PM2.5,,,Not on file,2019/11/04 06:00:00+00
1992,49,Good,PM2.5,,,Not on file,2019/11/03 05:00:00+00
1993,40,Good,PM2.5,,,Not on file,2019/11/02 05:00:00+00
1994,23,Good,Ozone 8-hr,,,Not on file,2019/11/01 05:00:00+00
1995,22,Good,PM2.5,0,Ragweed,Slight,2019/10/31 05:00:00+00
1996,37,Good,PM2.5,0,Ragweed,Slight,2019/10/30 05:00:00+00
1997,33,Good,PM2.5,1,Ragweed,Slight,2019/10/29 05:00:00+00
1998,28,Good,PM2.5,1,Ragweed,Slight,2019/10/28 05:00:00+00
1999,22,Good,Ozone 8-hr,1,Ragweed,Slight,2019/10/27 05:00:00+00
2000,37,Good,PM2.5,0,Ragweed,Slight,2019/10/26 05:00:00+00
2001,48,Good,PM2.5,0,Ragweed,Slight,2019/10/25 05:00:00+00
2002,35,Good,PM2.5,1,Ragweed,Slight,2019/10/24 05:00:00+00
2003,31,Good,Ozone 8-hr,2,Ragweed,Slight,2019/10/23 05:00:00+00
2004,32,Good,Ozone 8-hr,0,Ragweed,Slight,2019/10/22 05:00:00+00
2005,45,Good,PM2.5,0,Ragweed,Slight,2019/10/21 05:00:00+00
2006,37,Good,PM2.5,2,Ragweed,Slight,2019/10/20 05:00:00+00
2007,35,Good,PM2.5,2,Ragweed,Slight,2019/10/19 05:00:00+00
2008,34,Good,PM2.5,2,Ragweed,Slight,2019/10/18 05:00:00+00
2009,31,Good,Ozone 8-hr,2,Ragweed,Slight,2019/10/17 05:00:00+00
2010,42,Good,PM2.5,0,Ragweed,Slight,2019/10/16 05:00:00+00
2011,49,Good,PM2.5,3,Ragweed,Slight,2019/10/15 05:00:00+00
2012,46,Good,PM2.5,2,Ragweed,Slight,2019/10/14 05:00:00+00
2013,38,Good,PM2.5,2,Ragweed,Slight,2019/10/13 05:00:00+00
2014,43,Good,Ozone 8-hr,0,Ragweed,Slight,2019/10/12 05:00:00+00
2015,39,Good,PM2.5,3,Ragweed,Slight,2019/10/11 05:00:00+00
2016,41,Good,Ozone 8-hr,3,Elm, Grass,2019/10/10 05:00:00+00
2017,32,Good,Ozone 8-hr,3,Elm, Grass,2019/10/09 05:00:00+00
2018,29,Good,Ozone 8-hr,4,Elm, Grass,2019/10/08 05:00:00+00
2019,36,Good,PM2.5,0,Elm, Grass,2019/10/07 05:00:00+00
2020,36,Good,PM2.5,0,Elm, Grass,2019/10/07 05:00:00+00
2021,84,Moderate,Ozone 8-hr,0,Elm, Grass,2019/10/06 05:00:00+00
2022,41,Good,Ozone 8-hr,4,Elm, Grass,2019/10/05 05:00:00+00
2023,46,Good,Ozone 8-hr,5,Elm, Grass,2019/10/04 05:00:00+00
2024,67,Moderate,PM2.5,5,Elm, Grass,2019/10/03 05:00:00+00
2025,65,Moderate,PM2.5,5,Elm, Grass,2019/10/02 05:00:00+00
2026,69,Moderate,PM2.5,6,Elm, Grass,2019/10/01 05:00:00+00
2027,63,Moderate,PM2.5,6,Elm, Grass,2019/09/30 05:00:00+00
2028,54,Moderate,PM2.5,6,Elm, Grass,2019/09/29 05:00:00+00
2029,54,Moderate,PM2.5,6,Elm, Grass,2019/09/28 05:00:00+00
2030,43,Good,PM2.5,6,Elm, Grass,2019/09/27 05:00:00+00
2031,47,Good,PM2.5,2,Elm, Grass,2019/09/26 05:00:00+00
2032,42,Good,Ozone 8-hr,6,Elm, Grass,2019/09/25 05:00:00+00
2033,37,Good,PM2.5,7,Elm, Grass,2019/09/24 05:00:00+00
2034,38,Good,PM2.5,5,Elm, Grass,2019/09/23 05:00:00+00
2035,51,Moderate,Ozone 8-hr,8,Elm, Grass,2019/09/22 05:00:00+00
2036,51,Moderate,Ozone 8-hr,8,Elm, Grass,2019/09/21 05:00:00+00
2037,51,Moderate,PM2.5,8,Elm, Grass,2019/09/20 05:00:00+00
2038,84,Moderate,Ozone 8-hr,8,Grass, Ragweed,2019/09/19 05:00:00+00
2039,64,Moderate,Ozone 8-hr,8,Grass, Ragweed,2019/09/18 05:00:00+00
2040,64,Moderate,PM2.5,8,Grass, Ragweed,2019/09/17 05:00:00+00
2041,68,Moderate,PM2.5,8,Grass, Ragweed,2019/09/16 05:00:00+00
2042,48,Good,PM2.5,8,Grass, Ragweed,2019/09/15 05:00:00+00
2043,68,Moderate,PM2.5,8,Grass, Ragweed,2019/09/14 05:00:00+00
2044,59,Moderate,PM2.5,9,Grass, Ragweed,2019/09/13 05:00:00+00
2045,77,Moderate,Ozone 8-hr,9,Grass, Ragweed,2019/09/12 05:00:00+00
2046,71,Moderate,Ozone 8-hr,9,Grass, Ragweed,2019/09/11 05:00:00+00
2047,47,Good,Ozone 8-hr,9,Grass, Ragweed,2019/09/10 05:00:00+00
2048,44,Good,Ozone 8-hr,9,Grass, Ragweed,2019/09/09 05:00:00+00
2049,41,Good,Ozone 8-hr,9,Grass,Moderate,2019/09/08 05:00:00+00
2050,54,Moderate,PM2.5,10,Grass,Moderate,2019/09/07 05:00:00+00
2051,43,Good,Ozone 8-hr,10,Grass,Moderate,2019/09/06 05:00:00+00
2052,61,Moderate,Ozone 8-hr,10,Grass, Ragweed,2019/09/05 05:00:00+00
2053,54,Moderate,Ozone 8-hr,10,Grass, Ragweed,2019/09/04 05:00:00+00
2054,64,Moderate,PM2.5,10,Grass, Ragweed,2019/09/03 05:00:00+00
2055,58,Moderate,PM2.5,10,Grass, Ragweed,2019/09/02 05:00:00+00
2056,61,Moderate,Ozone 8-hr,10,Grass, Ragweed,2019/09/01 05:00:00+00
2057,54,Moderate,Ozone 8-hr,10,Grass, Ragweed,2019/08/31 05:00:00+00
2058,45,Good,Ozone 8-hr,10,Grass, Ragweed,2019/08/30 05:00:00+00
2059,40,Good,Ozone 8-hr,9,Grass, Ragweed,2019/08/29 05:00:00+00
2060,56,Moderate,PM2.5,10,Grass, Ragweed,2019/08/28 05:00:00+00
2061,31,Good,PM2.5,8,Grass, Ragweed,2019/08/27 05:00:00+00
2062,40,Good,PM2.5,3,Grass, Ragweed,2019/08/26 05:00:00+00
2063,36,Good,PM2.5,6,Grass, Ragweed,2019/08/25 05:00:00+00
2064,39,Good,Ozone 8-hr,9,Grass, Ragweed,2019/08/24 05:00:00+00
2065,36,Good,PM2.5,6,Grass, Ragweed,2019/08/23 05:00:00+00
2066,47,Good,Ozone 8-hr,7,Grass, Ragweed,2019/08/22 05:00:00+00
2067,47,Good,PM2.5,8,Grass, Ragweed,2019/08/21 05:00:00+00
2068,84,Moderate,Ozone 8-hr,8,Grass, Ragweed,2019/08/20 05:00:00+00
2069,53,Moderate,PM2.5,,,Not on file,2019/08/19 05:00:00+00
2070,93,Moderate,Ozone 8-hr,,,Not on file,2019/08/18 05:00:00+00
2071,101,Unhealthy for Sensitive Groups,Ozone 1-hr,7,Grass, Ragweed,2019/08/17 05:00:00+00
2072,46,Good,Ozone 8-hr,7,Grass,Moderate,2019/08/16 05:00:00+00
2073,44,Good,Ozone 8-hr,7,Grass,Moderate,2019/08/15 05:00:00+00
2074,66,Moderate,PM2.5,7,Grass,Moderate,2019/08/14 05:00:00+00
2075,88,Moderate,PM2.5,5,Grass,Slight,2019/08/13 05:00:00+00
2076,66,Moderate,PM2.5,6,Grass,Moderate,2019/08/12 05:00:00+00
2077,46,Good,Ozone 8-hr,4,Cedar, Grass,2014/06/09 05:00:00+00
2078,58,Moderate,PM2.5,6,Grass,Moderate,2019/08/11 05:00:00+00
2079,53,Moderate,PM2.5,4,Grass,Slight,2019/08/10 05:00:00+00
2080,58,Moderate,Ozone 8-hr,3,Grass,Slight,2019/08/09 05:00:00+00
2081,43,Good,PM2.5,5,Grass,Moderate,2019/08/08 05:00:00+00
2082,44,Good,Ozone 8-hr,3,Grass,Slight,2019/08/07 05:00:00+00
2083,61,Moderate,Ozone 8-hr,5,Grass,Slight,2019/08/06 05:00:00+00
2084,38,Good,Ozone 8-hr,4,Grass,Slight,2019/08/05 05:00:00+00
2085,47,Good,Ozone 8-hr,3,Grass,Slight,2019/08/04 05:00:00+00
2086,49,Good,PM2.5,2,Grass,Slight,2019/08/03 05:00:00+00
2087,51,Moderate,PM2.5,4,Grass,Slight,2019/08/02 05:00:00+00
2088,48,Good,Ozone 8-hr,4,Grass,Slight,2019/08/01 05:00:00+00
2089,37,Good,Ozone 8-hr,4,Grass,Slight,2019/07/31 05:00:00+00
2090,59,Moderate,PM2.5,1,Grass,Slight,2019/07/30 05:00:00+00
2091,58,Moderate,PM2.5,4,Grass,Slight,2019/07/29 05:00:00+00
2092,59,Moderate,PM2.5,4,Grass,Slight,2019/07/28 05:00:00+00
2093,80,Moderate,Ozone 8-hr,4,Grass,Slight,2019/07/27 05:00:00+00
2094,49,Good,Ozone 8-hr,3,Grass,Slight,2019/07/26 05:00:00+00
2095,44,Good,Ozone 8-hr,3,Grass, Ragweed,2019/07/25 05:00:00+00
2096,38,Good,Ozone 8-hr,4,Grass, Ragweed,2019/07/24 05:00:00+00
2097,26,Good,PM2.5,3,Grass, Ragweed,2019/07/23 05:00:00+00
2098,30,Good,PM2.5,0,Grass, Ragweed,2019/07/22 05:00:00+00
2099,31,Good,PM2.5,0,Grass, Ragweed,2019/07/21 05:00:00+00
2100,43,Good,PM2.5,2,Grass, Ragweed,2019/07/20 05:00:00+00
2101,38,Good,PM2.5,3,Grass, Ragweed,2019/07/19 05:00:00+00
2102,36,Good,PM2.5,3,Grass,Slight,2019/07/18 05:00:00+00
2103,36,Good,PM2.5,0,Grass,Slight,2019/07/17 05:00:00+00
2104,39,Good,PM2.5,2,Grass,Slight,2019/07/16 05:00:00+00
2105,45,Good,PM2.5,2,Grass,Slight,2019/07/15 05:00:00+00
2106,33,Good,PM2.5,1,Grass,Slight,2019/07/14 05:00:00+00
2107,51,Moderate,Ozone 8-hr,1,Grass,Slight,2019/07/13 05:00:00+00
2108,42,Good,Ozone 8-hr,3,Grass,Slight,2019/07/12 05:00:00+00
2109,51,Moderate,PM2.5,2,Grass,Slight,2019/07/11 05:00:00+00
2110,52,Moderate,PM2.5,2,Grass,Slight,2019/07/10 05:00:00+00
2111,64,Moderate,Ozone 8-hr,3,Grass,Slight,2019/07/09 05:00:00+00
2112,49,Good,PM2.5,3,Grass,Slight,2019/07/08 05:00:00+00
2113,55,Moderate,PM2.5,2,Grass,Slight,2019/07/07 05:00:00+00
2114,75,Moderate,PM2.5,1,Grass,Slight,2019/07/06 05:00:00+00
2115,67,Moderate,PM2.5,1,Grass,Slight,2019/07/05 05:00:00+00
2116,63,Moderate,PM2.5,3,Grass,Slight,2019/07/04 05:00:00+00
2117,62,Moderate,PM2.5,0,Grass,Slight,2019/07/03 05:00:00+00
2118,54,Moderate,Ozone 8-hr,1,Grass,Slight,2019/07/02 05:00:00+00
2119,57,Moderate,PM2.5,3,Grass,Slight,2019/07/01 05:00:00+00
2120,71,Moderate,Ozone 8-hr,3,Grass,Slight,2019/06/30 05:00:00+00
2121,54,Moderate,Ozone 8-hr,3,Grass,Slight,2019/06/29 05:00:00+00
